JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary
newProduct Analytics Manager,Atlassian jobs,"Remote in Bengaluru, Karnataka",Posted5 days ago,2022-02-06,"Lead a team of data scientists to identify, scope, and execute projects by collaborating with partners, customer research, data engineers and other analysts.",
Software Engineer (Data Science),Aruba Networks,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Two to four years industry experience as software engineer, data engineer, or data scientist.",
ML ENGINEER - FREELANCER,phAIdelta jobs,"Remote in Panaji, Goa",EmployerActive 6 days ago,2022-02-06,"Primary responsibility will involve data preprocessing, model building, deployment and integration with other components of the application and performance…",
"Data Scientist, Pratham Digital",PRATHAM Education jobs,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"Experience with data visualisation tools, such as Power BI.",
Data Scientist & Business Development,Gridlogic jobs,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,Proven experience as a data scientist or data analyst.,
newProduct Analytics Manager,Atlassian jobs,"Remote in Bengaluru, Karnataka",Posted5 days ago,2022-02-06,"Lead a team of data scientists to identify, scope, and execute projects by collaborating with partners, customer research, data engineers and other analysts.",
Data Science Manager,Accenture,India,Posted30+ days ago,2022-02-06,Design and implement scalable data repositories to integrate qualitative and quantitative research data.,
Senior Data Scientist,Aera Technology,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Transform business problems into data problems.,
"Developer Relations Engineer, Data Analytics & Industries, G...",Google,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Experience with data analytics and/or data science technologies with on-premise and/or cloud technologies data.,
R Programmer Analytics,Technovatrix jobs,India,Posted30+ days ago,2022-02-06,The focus on advanced data Science capabilities is not mandatory but is a good to have.,
Machine Learning and Data Science Specialist,NOKIA,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Understanding of data structures, data modelling and software architecture.",
AI/Machine Learning,Knight FinTech jobs,India,Posted30+ days ago,2022-02-06,View all Knight FinTech jobs - India jobs,
Staff Data Scientist,Twilio jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Utilize APIs to further extract and enrich data.,
Sr Data Scientist,GE Renewable Energy,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Work with data engineers on data quality assessment, data cleansing, and data analytics.",
newComputer Vision Engineer,XoriantːIN jobs,"Pune, Maharashtra",Posted4 days ago,2022-02-06,➢ Explore and analyze unstructured data like images through image processing.,
Senior Data Scientist,Microsoft,"Bengaluru, Karnataka+1 location",Posted30+ days ago,2022-02-06,# Running end-end data sciences projects from a conceptualization to completion.,
Data Scientist,BPrise jobs,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"Contribute to data mining architectures, modelling standards, reporting, and data analysis methodologies.",
Data Scientist,ECS,"Chennai, Tamil Nadu",Posted30+ days ago,2022-02-06,Responsible for delivery of assigned module/ components /phases of a project.,
Data Science - Early Career roles (Data Scientist / Sr. Data...,Ninjacart,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,2-6 years of Data science experience with experience in data management.,
"Applied Scientist I, Amazon Business",ADCI HYD 13 SEZ,India,Posted30+ days ago,2022-02-06,"Track record in technically leading, mentoring scientists.",
Data Scientist,NEC Opportunities jobs,"Delhi, Delhi",Posted30+ days ago,2022-02-06,Providing expertise on data approaches.,
Deep Learning Intern,Gateway Software Solutions,"Coimbatore, Tamil Nadu",Posted25 days ago,2022-02-06,Support vector machine algorithm-SVM.,
Executive Data Scientist,Nielsen,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Strong hands-on experience with SQL, data warehousing, dashboarding, and reporting, involving large datasets and multiple data sources.",
Data Scientist,Tookitaki jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,The data science team is responsible for solving business problems with complex data.,
Data Scientist- Material Cost Analytics,Ford Global Business Services,"Chennai, Tamil Nadu",Posted25 days ago,2022-02-06,This position is responsible for working on projects to provide structured insights and data based AI/ML solutions to supply chain creating business impact.,
Data Engineer: Machine Learning,IBM,"Bengaluru, Karnataka",Posted9 days ago,2022-02-06,"Data expertise to manipulate and integrate big data and different data types such as Videos, Images, Documents (pdfs, xls, csv) and other structured data bases…",
Chief Data Science officer,RedLotus jobs,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"Responsible for areas such as data quality, data governance, master data management, information strategy, data science, and business analytics.",
Data Scientist,Innoplexus,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,"Develop solutions for realworld noisy data, large-scale problems.",
Lead Data Scientist,Prevalent AI jobs,"Kochi, Kerala",Posted30+ days ago,2022-02-06,Implementation of ML problems in big data.,
Data Scientist,Shashti Consultancy jobs,"Coimbatore, Tamil Nadu",Posted16 days ago,2022-02-06,"Analyse data for trends and patterns, and Interpret data with a clear objective in mind.","₹8,00,000 - ₹12,00,000 a year"
Assistant Manager Analytics,GhostKitchens Pvt Ltd jobs,"Mumbai, Maharashtra",Posted21 days ago,2022-02-06,A) Creating various data and architect for data visualization.,"₹40,000 a month"
"Data Science Engineer,SMART MFG & AI",Micron,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,Develop processes to efficiently load the transform data into the data management system.,
Principal Data Scientist,Narayana Health,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"This role requires close collaboration with data engineering, functional teams, and the technical teams of various underlying applications.",
newComputer Vision Engineer,XoriantːIN jobs,"Pune, Maharashtra",Posted4 days ago,2022-02-06,➢ Explore and analyze unstructured data like images through image processing.,
Python-Machine Learning Engineer,Harman International,"Bengaluru, Karnataka",Posted16 days ago,2022-02-06,Experience working with data science in automotive telematics data and video is a plus.,
newData science,Servify jobs,"Mumbai, Maharashtra",EmployerActive 3 days ago,2022-02-06,Create data pipelines and deploy models in production.,"₹20,00,000 - ₹25,00,000 a year"
Data Scientist,Nihilent,"Gurgaon, Haryana",Posted30+ days ago,2022-02-06,"Generalist” data scientist - method focused, generalist, broad data science methodology skills.",
newSenior Member Technical Staff - OCI Data Science,Oracle,"Bengaluru, Karnataka",PostedToday,2022-02-06,"Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.",
Data Science Data Platform Engineer,Accenture,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Work with partners as necessary to integrate systems and data quickly and effectively, regardless of technical challenges or business environments.",
Data Scientist,Wise Monk jobs,Remote,Posted30+ days ago,2022-02-06,Present information using data visualization techniques.,"₹25,00,000 a year"
Lead Data Scientist,Kanini Software Solutions jobs,"Chennai, Tamil Nadu",Posted30+ days ago,2022-02-06,"Master python coder with experience building demand forecasting pipelines including data wrangling, model development, model selection and model interpretation.",
Manager - Data Scientist,Tredence,"Gurgaon, Haryana+2 locations",Posted30+ days ago,2022-02-06,Have mentored and guided junior data scientists in previous roles.,
Data Scientist – Sr.,Dexlock jobs,"Kanayannur, Kerala",Posted30+ days ago,2022-02-06,Preferable to have distributed data processing experience.,
Data Scientist,Pattern Effects Labs jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Understanding of data mining techniques and statistical analysis is important.,
Lead Engineer - Machine Learning,Advance Auto Parts,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,"Experience with data mining and data cleaning, including JSON data formats.",
Analyst - Data Science,Merkle jobs,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,1+ years core data science/analytics experience.,
Data Scientist,Mahindra Teqo,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Big data ML – SparkML (Hadoop) and Vaex.,
Data Scientist,ALTIMETRIK Inc,"Chennai, Tamil Nadu",Posted30+ days ago,2022-02-06,"Data Science friendly environments like Python, R programming 3+ years.",
Data Scientist,Dunzo jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Should have experience in formulating problem statement and decide what data can help in solving the problem.,
Cloud Solution Architect - Data & Analytics,Microsoft,"Mumbai, Maharashtra",Posted9 days ago,2022-02-06,"Understand customers’ overall data estate, IT and business priorities and success measures to design implementation architectures and solutions.",
Junior Machine Learning Engineer,Talent Corner HR Services Pvt. Ltd. jobs,"Bengaluru, Karnataka",Posted13 days ago,2022-02-06,"Desired Candidate Profile Regression/Logistics/Linear, Random Forest and XGBoost, Cross Validation, LSTM, CNN, Time Series, Probability and Static.","₹3,00,000 - ₹6,00,000 a year"
Data Scientist,SearchUrCollege jobs,"Noida, Uttar Pradesh",Posted30+ days ago,2022-02-06,Knowledge of data visualization tools like Tableau/Power Bi etc will be an added advantage.,
Head of Data Science,Michael Page,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Build and manage a team of data scientists, data analysts and data product managers.",
Sr. Data Scientist-I,General Mills,"Remote in Mumbai, Maharashtra",Posted8 days ago,2022-02-06,Constructively challenge the other data scientists on approach.,
Senior Expert- Data Science,Novartis,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06, Interact with domain experts to understand the data and the business challenges and design solutions to the challenges using data.,
Director of Data Science,Deal4loans jobs,"Noida, Uttar Pradesh",Posted30+ days ago,2022-02-06,"Good with numbers: digest numbers/data, analyze it, use this data to make.",
newAnalytics Consultant,Measured jobs,"Remote in Bengaluru, Karnataka",Posted1 day ago,2022-02-06,Analyze data from media platforms and site analytics platforms for quantifying data quality and triangulate insights extracted from experiments.,
Data Science Trainer,Trylogic Soft Solutions AP Pvt. Ltd,"Hyderabad, Telangana",EmployerActive 6 days ago,2022-02-06,"The candidate should assess and evaluate students for their proficiency, comprehension, familiarity with the course/subject, job-readiness.","₹25,000 - ₹40,000 a month"
Machine Learning Intern,Gateway Software Solutions,"Temporarily Remote in Tirunelveli, Tamil Nadu+1 location",EmployerActive 1 day ago,2022-02-06,"Job Types: Full-time, Part-time, Internship.",
"Senior Data Scientist, International Marketing",Coursera jobs,India,Posted8 days ago,2022-02-06,Strong applied statistics and data visualization skills.,
AI/ML- Machine Learning Engineer,Bosch Group,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Extending company’s data with third party sources of information when needed.,
"Field Sales Manager, Data and Analytics, Google Cloud",Google,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"Excellent business judgment and analytics skills, using data to inform decisions and influence stakeholders.",
Python Data Engineer / Data Scientist – remote,TeamPlus Staffing Solution Pvt Ltd jobs,Remote,Posted16 days ago,2022-02-06,Knowledge in data analysis and data engineering.,
